phewas_string,x,y,p_values,odds_ratios,snps,cluster
Type 1 diabetes with renal manifestations,9,0,"[0.02086, 0.02412, 0.0001725, 0.02943, 0.0004452, 0.03509, 0.04802, 5.147e-05, 0.02039, 0.007855, 6.442e-09, 0.006114, 6.203e-06, 0.002952, 1.8e-15, 0.04217, 0.0002731, 0.02103, 1.623e-06, 4.321e-07, 0.005974, 0.007784, 0.0445, 0.02772, 0.0002066]","[0.47, 1.729, 2.634, 1.878, 2.387, 0.408, 0.495, 0.237, 0.097, 0.37, 4.353, 1.889, 2.835, 0.404, 6.658, 0.129, 0.117, 0.098, 3.018, 3.218, 2.262, 0.37, 0.237, 0.109, 0.112]","['B_0702', 'B_0801', 'B_1501', 'C_0303', 'C_0304', 'C_0602', 'DPB1_0402', 'DQA1_0102', 'DQA1_0103', 'DQA1_0201', 'DQA1_0301', 'DQA1_0501', 'DQB1_0201', 'DQB1_0301', 'DQB1_0302', 'DQB1_0303', 'DQB1_0602', 'DQB1_0603', 'DRB1_0301', 'DRB1_0401', 'DRB1_0404', 'DRB1_0701', 'DRB1_1101', 'DRB1_1301', 'DRB1_1501']",1
Type 2 diabetes,10,1,"[0.01133, 0.01981, 0.04763, 0.0003553, 0.001018, 0.04476, 0.03531, 0.03704, 0.03935, 0.03711, 0.01925, 0.004392, 0.03836, 0.01364, 0.04881, 0.04707, 0.007684, 0.005956, 0.005036, 0.01228]","[0.801, 0.821, 0.788, 1.256, 1.158, 0.924, 0.859, 0.867, 0.765, 1.08, 1.096, 1.167, 0.892, 1.104, 1.083, 1.093, 0.905, 0.857, 0.702, 1.106]","['A_2601', 'B_1402', 'B_3801', 'B_5701', 'C_0602', 'C_0702', 'C_0802', 'C_1203', 'C_1402', 'DPA1_0103', 'DPA1_0201', 'DPB1_0101', 'DQA1_0103', 'DQA1_0201', 'DQB1_0201', 'DQB1_0202', 'DQB1_0301', 'DQB1_0603', 'DRB1_0407', 'DRB1_0701']",1
Type 2 diabetes with ophthalmic manifestations,9,3,"[0.03626, 0.04523, 0.04776, 0.01695, 0.02925, 0.007099, 0.03008, 0.01232, 0.009896, 2.956e-05, 1.988e-05, 0.02239]","[0.744, 1.297, 1.465, 1.391, 0.739, 1.422, 0.713, 1.861, 1.348, 1.668, 1.687, 0.724]","['B_0702', 'B_0801', 'B_5701', 'C_0602', 'C_0702', 'DPB1_0301', 'DPB1_0402', 'DPB1_1301', 'DQA1_0501', 'DQB1_0201', 'DRB1_0301', 'DRB1_1501']",1
Ulcer of esophagus,7,1,"[0.005047, 0.03858, 0.00656, 0.04861]","[2.449, 2.102, 1.933, 1.647]","['B_2705', 'C_0102', 'DQA1_0501', 'DQB1_0201']",1
Ulceration of intestine,6,5,"[0.03496, 0.01995, 0.01376, 0.01353, 0.01963]","[0.5, 2.151, 0.415, 3.163, 0.451]","['B_0702', 'B_2705', 'DQB1_0602', 'DRB1_0103', 'DRB1_1501']",1
Unspecified diffuse connective tissue disease,6,0,"[0.03683, 0.01494, 0.008853]","[2.361, 2.054, 2.198]","['C_0102', 'DQA1_0101', 'DQB1_0501']",1
Uterine leiomyoma,6,4,"[0.009869, 0.004069, 0.01524, 0.03043, 0.02112, 0.0045, 0.00995]","[1.493, 0.331, 1.615, 0.56, 0.473, 1.783, 1.629]","['A_2402', 'A_2902', 'B_2705', 'B_4403', 'C_1601', 'DQB1_0604', 'DRB1_1302']",1
"Vaginal enterocele, congenital or acquired",6,5,"[0.04867, 0.03511]","[0.427, 3.014]","['DQB1_0302', 'DRB1_1201']",1
Vertiginous syndromes and other disorders of vestibular system,7,4,"[0.03811, 0.006616]","[1.297, 0.398]","['B_4001', 'C_1502']",1
Viral hepatitis,10,2,"[0.01448, 0.03787, 0.004926, 0.03045]","[1.353, 1.231, 1.353, 1.241]","['A_1101', 'DQA1_0201', 'DQB1_0202', 'DRB1_0701']",1
Viral hepatitis B,6,6,"[0.03857, 0.04033, 0.02276, 0.03234]","[1.859, 1.585, 2.228, 2.479]","['B_2705', 'DPB1_0301', 'DPB1_1101', 'DRB1_1201']",1
Viral hepatitis C,10,2,"[0.04594, 0.03106, 0.04501, 0.04851, 0.005697, 0.02843, 0.03837, 0.04732]","[1.311, 0.764, 1.221, 1.238, 1.378, 0.789, 1.251, 1.235]","['A_1101', 'DPB1_0201', 'DQA1_0102', 'DQA1_0201', 'DQB1_0202', 'DQB1_0301', 'DRB1_0701', 'DRB1_1501']",1
Viral pneumonia,9,4,"[0.02065, 0.04383, 0.02647, 0.01711, 0.04544, 0.03242]","[1.962, 2.388, 1.831, 0.329, 1.754, 2.1]","['A_2402', 'B_1302', 'DPB1_0301', 'DPB1_0402', 'DRB1_0101', 'DRB1_1302']",1
Voice disturbance,7,6,[0.04184],[0.684],['C_1601'],1
Wheezing,7,6,"[0.03966, 0.04368]","[1.239, 1.268]","['DQA1_0301', 'DQB1_0302']",1
severe protein-calorie malnutrition,6,5,"[0.02067, 0.04716, 0.03071]","[0.476, 0.769, 1.557]","['B_4901', 'DQA1_0103', 'DRB1_1201']",1
"stress incontinence, female",6,0,"[0.01009, 0.001605, 0.026, 0.0326]","[0.712, 0.66, 1.287, 1.291]","['B_0702', 'C_0702', 'DQA1_0101', 'DQB1_0501']",1
